celebrity_name,season,week,season_rule,judge_score,fan_vote_estimate,ranking_result,percentage_result,is_lowest_ranking,is_lowest_percentage,method_difference,placement,cumulative_score,avg_score,score_rank_diff,relative_position,season_rule_encoded
Drew Lachey,2,3,Ranking,27.0,0.0,8.0,0.07417582417582418,False,False,False,1,219.4998,9.145825,7.258241758241758,1.5,1
Tia Carrere,2,4,Ranking,25.0,0.0,9.0,0.07911392405063292,False,False,False,6,115.0,4.791666666666667,8.208860759493671,4.0,1
George Hamilton,2,4,Ranking,21.0,1.5942619789473487,8.0,0.11609120839499074,False,False,False,5,130.0,5.416666666666666,6.839087916050093,6.0,1
Lisa Rinna,2,4,Ranking,26.0,0.0,7.5,0.08227848101265822,False,False,False,4,168.5,7.020833333333334,6.677215189873418,2.5,1
Stacy Keibler,2,4,Ranking,26.0,0.0,7.5,0.08227848101265822,False,False,False,3,220.1665,9.173604166666667,6.677215189873418,2.5,1
Jerry Rice,2,4,Ranking,24.0,0.0,10.0,0.0759493670886076,True,True,False,2,180.1666,7.506941666666667,9.240506329113924,5.0,1
Master P,2,4,Ranking,8.0,14.465429041925782,8.0,0.4756809435037434,False,False,False,7,50.0,2.083333333333333,3.243190564962566,7.0,1
Drew Lachey,2,4,Ranking,28.0,0.0,6.0,0.08860759493670886,False,False,False,1,219.4998,9.145825,5.113924050632911,1.0,1
Tia Carrere,2,5,Ranking,22.0,3.17462829061033,7.0,0.30854417831838354,False,False,False,6,115.0,4.791666666666667,3.9145582168161646,6.0,1
George Hamilton,2,5,Ranking,24.0,1.2973125754917727,7.0,0.17578762563944444,False,False,False,5,130.0,5.416666666666666,5.242123743605555,4.0,1
Lisa Rinna,2,5,Ranking,25.0,0.1878269716934829,7.0,0.09672644675002108,False,False,False,4,168.5,7.020833333333334,6.032735532499789,3.0,1
Stacy Keibler,2,5,Ranking,30.0,0.0,6.5,0.09933774834437085,False,False,False,3,220.1665,9.173604166666667,5.506622516556291,1.0,1
Jerry Rice,2,5,Ranking,23.0,2.0748004349706988,7.0,0.23020002743784632,False,False,False,2,180.1666,7.506941666666667,4.697999725621537,5.0,1
Drew Lachey,2,5,Ranking,27.0,0.0,7.5,0.08940397350993377,True,True,False,1,219.4998,9.145825,6.605960264900662,2.0,1
George Hamilton,2,6,Ranking,23.0,3.580582549679278,6.5,0.3354279183930783,False,False,False,5,130.0,5.416666666666666,3.1457208160692174,4.5,1
Lisa Rinna,2,6,Ranking,27.0,0.0,7.0,0.10150375939849623,True,True,False,4,168.5,7.020833333333334,5.984962406015038,3.0,1
Stacy Keibler,2,6,Ranking,30.0,0.0,5.5,0.11278195488721804,False,False,False,3,220.1665,9.173604166666667,4.37218045112782,1.5,1
Jerry Rice,2,6,Ranking,23.0,3.6104468089014965,5.5,0.3375044124339893,False,False,False,2,180.1666,7.506941666666667,2.124955875660107,4.5,1
Drew Lachey,2,6,Ranking,30.0,0.0,5.5,0.11278195488721804,False,False,False,1,219.4998,9.145825,4.37218045112782,1.5,1
Lisa Rinna,2,7,Ranking,26.5,0.0,6.0,0.12990196078431374,True,True,False,4,168.5,7.020833333333334,4.700980392156863,3.0,1
Stacy Keibler,2,7,Ranking,27.5,0.0,4.5,0.13480392156862744,False,False,False,3,220.1665,9.173604166666667,3.151960784313726,1.5,1
Jerry Rice,2,7,Ranking,20.5,4.926662134553107,5.0,0.6004901960784313,False,False,False,2,180.1666,7.506941666666667,-1.0049019607843137,4.0,1
Drew Lachey,2,7,Ranking,27.5,0.0,4.5,0.13480392156862744,False,False,False,1,219.4998,9.145825,3.151960784313726,1.5,1
Stacy Keibler,2,8,Ranking,28.6665,0.0,4.5,0.16996035948010801,True,True,False,3,220.1665,9.173604166666667,2.80039640519892,2.0,1
Jerry Rice,2,8,Ranking,26.666600000000003,1.4728799445228287,4.0,0.6581031839294036,False,False,False,2,180.1666,7.506941666666667,-2.5810318392940363,3.0,1
Drew Lachey,2,8,Ranking,28.9998,0.0,3.5,0.17193645659048842,False,False,False,1,219.4998,9.145825,1.7806354340951158,1.0,1
Harry Hamlin,3,1,Percentage,17.0,2.2933632459651547,12.0,0.09991316081498414,False,False,False,9,60.0,2.0,11.000868391850158,8.0,0
Vivica A. Fox,3,1,Percentage,22.0,0.0,12.5,0.05188679245283019,False,False,False,8,97.0,3.233333333333333,11.981132075471699,3.5,0
Monique Coleman,3,1,Percentage,19.0,0.36845607026491145,12.0,0.054421925539278375,False,False,False,4,199.5,6.65,11.455780744607216,6.0,0
Joey Lawrence,3,1,Percentage,21.0,0.0,14.0,0.049528301886792456,True,True,False,3,233.0,7.7666666666666675,13.504716981132075,5.0,0
Mario Lopez,3,1,Percentage,26.0,0.0,10.0,0.06132075471698113,False,False,False,2,268.6666,8.955553333333334,9.38679245283019,1.0,0
Emmitt Smith,3,1,Percentage,24.0,0.0,11.0,0.05660377358490566,False,False,False,1,257.6666,8.588886666666667,10.433962264150944,2.0,0
Shanna Moakler,3,1,Percentage,18.0,1.3891453217857093,12.0,0.07868653008784522,False,False,False,10,40.0,1.3333333333333333,11.213134699121548,7.0,0
Willa Ford,3,1,Percentage,22.0,0.0,12.5,0.05188679245283019,False,False,False,7,122.0,4.066666666666667,11.981132075471699,3.5,0
Sara Evans,3,1,Percentage,15.0,4.32226878566269,12.0,0.14811703202012463,False,False,False,6,105.0,3.5,10.518829679798754,10.0,0
Jerry Springer,3,1,Percentage,16.0,3.502725517538362,12.0,0.12909900828928061,False,False,False,5,143.0,4.766666666666668,10.709009917107194,9.0,0
Tucker Carlson,3,1,Percentage,12.0,7.293285790228392,12.0,0.21853592815414744,False,False,False,11,12.0,0.4,9.814640718458525,11.0,0
Harry Hamlin,3,2,Percentage,21.0,2.0450963934625905,11.0,0.1364199035902836,False,False,True,9,60.0,2.0,9.635800964097164,8.0,0
Vivica A. Fox,3,2,Percentage,24.0,0.0,12.0,0.05217391304347826,True,False,True,8,97.0,3.233333333333333,11.478260869565217,3.5,0
Monique Coleman,3,2,Percentage,26.0,0.0,10.5,0.05652173913043478,False,False,True,4,199.5,6.65,9.934782608695652,2.0,0
Joey Lawrence,3,2,Percentage,29.0,0.0,9.5,0.06304347826086956,False,False,True,3,233.0,7.7666666666666675,8.869565217391305,1.0,0
Mario Lopez,3,2,Percentage,21.0,2.1777234084284887,10.0,0.14230630243231657,False,False,True,2,268.6666,8.955553333333334,8.576936975676833,8.0,0
Emmitt Smith,3,2,Percentage,24.0,0.0,12.0,0.05217391304347826,False,False,True,1,257.6666,8.588886666666667,11.478260869565217,3.5,0
Shanna Moakler,3,2,Percentage,22.0,1.0427860853693018,11.0,0.09410817214847317,False,False,True,10,40.0,1.3333333333333333,10.058918278515268,6.0,0
Willa Ford,3,2,Percentage,23.0,0.04827380498198483,11.0,0.052142541395654156,False,True,True,7,122.0,4.066666666666667,10.47857458604346,5.0,0
Sara Evans,3,2,Percentage,21.0,1.9617274871357724,12.0,0.1327197325972931,False,False,True,6,105.0,3.5,10.67280267402707,8.0,0
Jerry Springer,3,2,Percentage,19.0,3.9899406135143556,11.0,0.2183903043577185,False,False,True,5,143.0,4.766666666666668,8.816096956422815,10.0,0
Harry Hamlin,3,3,Percentage,22.0,0.8954807200803692,11.5,0.09927096170334179,True,False,True,9,60.0,2.0,10.507290382966582,5.5,0
Vivica A. Fox,3,3,Percentage,27.0,0.0,9.5,0.06521739130434782,False,False,True,8,97.0,3.233333333333333,8.847826086956522,1.5,0
Monique Coleman,3,3,Percentage,27.0,0.0,9.5,0.06521739130434782,False,False,True,4,199.5,6.65,8.847826086956522,1.5,0
Joey Lawrence,3,3,Percentage,22.0,0.9496043101836805,10.5,0.10205914907240851,False,False,True,3,233.0,7.7666666666666675,9.479408509275915,5.5,0
Mario Lopez,3,3,Percentage,22.0,0.9717623368759621,8.5,0.10320062416725967,False,False,True,2,268.6666,8.955553333333334,7.467993758327403,5.5,0
Emmitt Smith,3,3,Percentage,19.0,4.058972902668775,10.0,0.2549925056966653,False,False,True,1,257.6666,8.588886666666667,7.450074943033346,9.0,0
Willa Ford,3,3,Percentage,22.0,0.9551021337960541,9.5,0.10234237053506678,False,False,True,7,122.0,4.066666666666667,8.476576294649332,5.5,0
Sara Evans,3,3,Percentage,25.0,0.0,11.0,0.06038647342995169,False,True,True,6,105.0,3.5,10.396135265700483,3.0,0
Jerry Springer,3,3,Percentage,21.0,1.8749515099959033,10.0,0.1473131327866106,False,False,True,5,143.0,4.766666666666668,8.526868672133894,8.0,0
Vivica A. Fox,3,4,Percentage,24.0,0.8150456737122652,8.0,0.10177827170216322,False,False,False,8,97.0,3.233333333333333,6.982217282978368,5.0,0
Monique Coleman,3,4,Percentage,24.0,0.7954493680582344,9.0,0.10078836002099731,False,False,False,4,199.5,6.65,7.992116399790027,5.0,0
Joey Lawrence,3,4,Percentage,27.0,0.0,10.0,0.06818181818181818,True,True,False,3,233.0,7.7666666666666675,9.318181818181818,3.0,0
Mario Lopez,3,4,Percentage,29.0,0.0,8.0,0.07323232323232323,False,False,False,2,268.6666,8.955553333333334,7.267676767676768,1.0,0
Emmitt Smith,3,4,Percentage,24.0,0.7255823481486695,10.0,0.09725901217565469,False,False,False,1,257.6666,8.588886666666667,9.027409878243454,5.0,0
Willa Ford,3,4,Percentage,28.0,0.0,9.0,0.0707070707070707,False,False,False,7,122.0,4.066666666666667,8.292929292929292,2.0,0
Sara Evans,3,4,Percentage,20.0,4.739529571395421,9.0,0.28992342704943297,False,False,False,6,105.0,3.5,6.10076572950567,8.0,0
Jerry Springer,3,4,Percentage,22.0,2.8224001169282635,9.0,0.19812971693053968,False,False,False,5,143.0,4.766666666666668,7.018702830694603,7.0,0
Monique Coleman,3,5,Percentage,27.0,0.0,8.0,0.07458563535911603,False,True,True,4,199.5,6.65,7.25414364640884,2.5,0
Joey Lawrence,3,5,Percentage,25.0,1.0070583835063789,8.0,0.17989802463549442,False,False,True,3,233.0,7.7666666666666675,6.201019753645056,5.0,0
Mario Lopez,3,5,Percentage,27.0,0.0,8.0,0.07458563535911603,False,False,True,2,268.6666,8.955553333333334,7.25414364640884,2.5,0
Emmitt Smith,3,5,Percentage,27.0,0.0,8.0,0.07458563535911603,False,False,True,1,257.6666,8.588886666666667,7.25414364640884,2.5,0
Willa Ford,3,5,Percentage,27.0,0.0,8.0,0.07458563535911603,False,False,True,7,122.0,4.066666666666667,7.25414364640884,2.5,0
Sara Evans,3,5,Percentage,24.0,1.6970525452740708,8.5,0.25307662894879723,True,False,True,6,105.0,3.5,5.969233710512028,6.5,0
Jerry Springer,3,5,Percentage,24.0,1.8388490102909034,7.5,0.2686828049792442,False,False,True,5,143.0,4.766666666666668,4.813171950207558,6.5,0
Monique Coleman,3,6,Percentage,23.0,0.6341900680869721,6.0,0.14694832336833968,False,False,False,4,199.5,6.65,4.5305167663166035,4.0,0
Joey Lawrence,3,6,Percentage,24.0,0.0,7.0,0.1016949152542373,True,True,False,3,233.0,7.7666666666666675,5.983050847457627,3.0,0
Mario Lopez,3,6,Percentage,28.0,0.0,5.0,0.11864406779661017,False,False,False,2,268.6666,8.955553333333334,3.8135593220338984,1.0,0
Emmitt Smith,3,6,Percentage,25.0,0.0,6.0,0.1059322033898305,False,False,False,1,257.6666,8.588886666666667,4.9406779661016955,2.0,0
Jerry Springer,3,6,Percentage,18.0,5.772974471357879,6.0,0.5267804901909824,False,False,False,5,143.0,4.766666666666668,0.7321950980901759,5.0,0
Monique Coleman,3,7,Percentage,27.0,0.16843329622410042,6.0,0.12044155413454258,False,False,False,4,199.5,6.65,4.795584458654574,4.0,0
Joey Lawrence,3,7,Percentage,28.5,0.0,5.5,0.10555555555555556,False,False,False,3,233.0,7.7666666666666675,4.444444444444445,1.5,0
Mario Lopez,3,7,Percentage,28.0,0.0,7.0,0.1037037037037037,True,True,False,2,268.6666,8.955553333333334,5.962962962962963,3.0,0
Emmitt Smith,3,7,Percentage,28.5,0.0,5.5,0.10555555555555556,False,False,False,1,257.6666,8.588886666666667,4.444444444444445,1.5,0
Jerry Springer,3,7,Percentage,23.0,3.951441717082209,6.0,0.5647436310506426,False,False,False,5,143.0,4.766666666666668,0.3525636894935733,5.0,0
Monique Coleman,3,8,Percentage,26.5,0.7132539091620492,5.0,0.46641360457062553,False,False,True,4,199.5,6.65,0.33586395429374427,4.0,0
Joey Lawrence,3,8,Percentage,27.0,0.12377649428124629,5.5,0.18369840090335554,True,False,True,3,233.0,7.7666666666666675,3.6630159909664446,2.5,0
Mario Lopez,3,8,Percentage,28.5,0.0,5.0,0.13073394495412843,False,True,True,2,268.6666,8.955553333333334,3.6926605504587156,1.0,0
Emmitt Smith,3,8,Percentage,27.0,0.19710863513364774,4.5,0.2191540495718906,False,False,True,1,257.6666,8.588886666666667,2.308459504281094,2.5,0
Joey Lawrence,3,9,Percentage,29.5,0.0,5.0,0.16666666666666666,True,True,False,3,233.0,7.7666666666666675,3.3333333333333335,2.0,0
Mario Lopez,3,9,Percentage,29.5,0.10792567113223693,3.0,0.5156316462588786,False,False,False,2,268.6666,8.955553333333334,-2.1563164625887854,2.0,0
Emmitt Smith,3,9,Percentage,29.5,0.0467111512479845,4.0,0.3177016870744548,False,False,False,1,257.6666,8.588886666666667,0.8229831292554524,2.0,0
Mario Lopez,3,10,Percentage,29.666600000000003,0.08685065305994055,2.5,0.75,False,False,False,2,268.6666,8.955553333333334,-5.0,1.5,0
Emmitt Smith,3,10,Percentage,29.666600000000003,0.0,3.5,0.25,True,True,False,1,257.6666,8.588886666666667,1.0,1.5,0
John Ratzenberger,4,1,Percentage,17.0,1.724462529745709,12.0,0.09800142196570066,False,False,False,6,133.5,4.45,11.019985780342994,8.0,0
Ian Ziering,4,1,Percentage,21.0,0.0,12.0,0.050970873786407765,False,False,False,4,218.5,7.283333333333333,11.490291262135923,3.5,0
Clyde Drexler,4,1,Percentage,16.0,2.8900493579982367,12.0,0.13392506467964757,False,False,False,8,78.0,2.6,10.660749353203524,9.0,0
Laila Ali,4,1,Percentage,23.0,0.0,10.5,0.055825242718446605,False,False,False,3,262.33320000000003,8.74444,9.941747572815533,2.0,0
Apolo Anton Ohno,4,1,Percentage,21.0,0.0,12.0,0.050970873786407765,False,False,False,1,268.8332,8.961106666666666,11.490291262135923,3.5,0
Shandi Finnessey,4,1,Percentage,19.0,0.0,14.0,0.04611650485436893,True,True,False,10,60.0,2.0,13.53883495145631,5.5,0
Paulina Porizkova,4,1,Percentage,19.0,0.0,14.0,0.04611650485436893,False,False,False,11,40.0,1.3333333333333333,13.53883495145631,5.5,0
Heather Mills,4,1,Percentage,18.0,0.8952118772443253,12.0,0.07314411102382862,False,False,False,7,133.0,4.433333333333334,11.268558889761714,7.0,0
Billy Ray Cyrus,4,1,Percentage,13.0,5.707825121459124,12.0,0.21935563595307178,False,False,False,5,152.0,5.066666666666667,9.806443640469283,11.0,0
Joey Fatone,4,1,Percentage,24.0,0.0,9.5,0.05825242718446602,False,False,False,2,267.6665,8.922216666666667,8.91747572815534,1.0,0
Leeza Gibbons,4,1,Percentage,15.0,3.9788225344721253,12.0,0.1673213391932853,False,False,False,9,76.0,2.533333333333333,10.326786608067147,10.0,0
John Ratzenberger,4,2,Percentage,21.0,1.422257214774772,10.5,0.1018092982220616,False,False,True,6,133.5,4.45,9.481907017779385,7.5,0
Ian Ziering,4,2,Percentage,22.0,0.41283643402630366,12.0,0.0620099114706385,False,False,True,4,218.5,7.283333333333333,11.379900885293615,5.0,0
Clyde Drexler,4,2,Percentage,18.0,4.236793430597779,12.0,0.21234857157492693,False,False,True,8,78.0,2.6,9.876514284250732,11.0,0
Laila Ali,4,2,Percentage,27.0,0.0,10.5,0.05510204081632653,False,False,True,3,262.33320000000003,8.74444,9.948979591836734,1.0,0
Apolo Anton Ohno,4,2,Percentage,26.0,0.0,11.5,0.053061224489795916,False,False,True,1,268.8332,8.961106666666666,10.96938775510204,2.0,0
Shandi Finnessey,4,2,Percentage,20.0,2.4053753679327836,12.0,0.1405184485717212,False,False,True,10,60.0,2.0,10.594815514282788,10.0,0
Paulina Porizkova,4,2,Percentage,21.0,1.1494772717349169,12.5,0.09050264748725355,False,False,True,11,40.0,1.3333333333333333,11.594973525127465,7.5,0
Heather Mills,4,2,Percentage,24.0,0.0,13.0,0.04897959183673469,False,True,True,7,133.0,4.433333333333334,12.510204081632653,3.5,0
Billy Ray Cyrus,4,2,Percentage,21.0,1.0849179273589233,13.5,0.08782668110060135,True,False,True,5,152.0,5.066666666666667,12.621733188993986,7.5,0
Joey Fatone,4,2,Percentage,24.0,0.0,13.0,0.04897959183673469,False,False,True,2,267.6665,8.922216666666667,12.510204081632653,3.5,0
Leeza Gibbons,4,2,Percentage,21.0,1.351151643335699,11.5,0.09886199259320502,False,False,True,9,76.0,2.533333333333333,10.511380074067949,7.5,0
John Ratzenberger,4,3,Percentage,20.0,1.8027869978403577,11.0,0.13795461447924942,False,False,False,6,133.5,4.45,9.620453855207506,9.0,0
Ian Ziering,4,3,Percentage,24.0,0.0,10.5,0.05504587155963303,False,False,False,4,218.5,7.283333333333333,9.94954128440367,2.5,0
Clyde Drexler,4,3,Percentage,16.0,5.943177495191533,11.0,0.34026385868495074,False,False,False,8,78.0,2.6,7.597361413150493,10.0,0
Laila Ali,4,3,Percentage,21.0,0.7233935839809049,11.0,0.08511475570539992,False,False,False,3,262.33320000000003,8.74444,10.148852442946001,7.0,0
Apolo Anton Ohno,4,3,Percentage,23.0,0.0,13.0,0.052752293577981654,True,True,False,1,268.8332,8.961106666666666,12.472477064220183,5.0,0
Shandi Finnessey,4,3,Percentage,21.0,0.5807974814982361,12.0,0.07783120820838615,False,False,False,10,60.0,2.0,11.221687917916139,7.0,0
Heather Mills,4,3,Percentage,24.0,0.0,10.5,0.05504587155963303,False,False,False,7,133.0,4.433333333333334,9.94954128440367,2.5,0
Billy Ray Cyrus,4,3,Percentage,21.0,0.7387627221161706,10.0,0.08589978310549998,False,False,False,5,152.0,5.066666666666667,9.141002168945,7.0,0
Joey Fatone,4,3,Percentage,24.0,0.0,10.5,0.05504587155963303,False,False,False,2,267.6665,8.922216666666667,9.94954128440367,2.5,0
Leeza Gibbons,4,3,Percentage,24.0,0.0,10.5,0.05504587155963303,False,False,False,9,76.0,2.533333333333333,9.94954128440367,2.5,0
John Ratzenberger,4,4,Percentage,16.0,5.101030592387301,9.5,0.19630838737052406,False,False,False,6,133.5,4.45,7.536916126294759,7.5,0
Ian Ziering,4,4,Percentage,24.0,0.0,10.0,0.06315789473684211,False,False,False,4,218.5,7.283333333333333,9.368421052631579,3.0,0
Clyde Drexler,4,4,Percentage,15.0,6.190732149904508,10.0,0.22661826634722593,False,False,False,8,78.0,2.6,7.733817336527741,9.0,0
Laila Ali,4,4,Percentage,21.0,0.17019381390371363,9.5,0.060408082503654544,False,False,False,3,262.33320000000003,8.74444,8.895919174963455,5.5,0
Apolo Anton Ohno,4,4,Percentage,26.0,0.0,9.0,0.06842105263157895,False,False,False,1,268.8332,8.961106666666666,8.31578947368421,2.0,0
Heather Mills,4,4,Percentage,23.0,0.0,11.0,0.060526315789473685,False,False,False,7,133.0,4.433333333333334,10.394736842105264,4.0,0
Billy Ray Cyrus,4,4,Percentage,21.0,0.0,12.5,0.05526315789473684,True,True,False,5,152.0,5.066666666666667,11.947368421052632,5.5,0
Joey Fatone,4,4,Percentage,28.0,0.0,8.0,0.07368421052631578,False,False,False,2,267.6665,8.922216666666667,7.2631578947368425,1.0,0
Leeza Gibbons,4,4,Percentage,16.0,5.078015050843822,10.5,0.19561263219964808,False,False,False,9,76.0,2.533333333333333,8.54387367800352,7.5,0
John Ratzenberger,4,5,Percentage,18.0,4.04284166446021,9.0,0.15676412525492056,False,False,False,6,133.5,4.45,7.432358747450794,6.0,0
Ian Ziering,4,5,Percentage,24.0,0.0,10.5,0.06818181818181818,True,True,False,4,218.5,7.283333333333333,9.818181818181818,4.0,0
